sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Oxygen Diss,Temp Water,pH,ln Turd,ln Cond,ln Coliform
NW-88004397,RIVER KENT AT SEDGEWICK,2021-10-11T12:00:00,11.3,10.9,7.9,0,5.135798437,6.756932389
SO-E0007051,SWALECLIFFE BROOK,2021-10-07T08:36:00,8.04,12.6,7.76,2.890371758,6.670766321,8.006367568
SW-82528110,RIVER CAMEL AT TRECARNE BRIDGE,2021-10-04T12:19:00,10.6,12.1,7.34,1.335001067,4.96284463,7.43838353
SW-82528154,RIVER CAMEL AT CAMELFORD BRIDGE,2021-10-04T11:35:00,10.6,12.1,7.6,0.875468737,5.030437921,8.342839804
SW-82528005,RIVER CAMEL AT POLBROCK,2021-10-04T10:21:00,10.8,11.8,7.6,0.741937345,5.036952602,6.779921907
SO-E0007051,SWALECLIFFE BROOK,2021-09-14T10:28:00,8.02,17,8.25,0.993251773,7.098375639,7.649692624
NW-88003872,RIVER WYRE AT ST MICHAELS,2021-09-06T15:37:00,9.69,17.6,8.02,0.832909123,5.648974238,5.480638923
SO-E0007051,SWALECLIFFE BROOK,2021-07-05T10:45:00,7.86,15.9,7.88,4.110873864,6.440946541,8.748304912
SW-82114960,PENZANCE (30400),2021-06-08T11:15:00,7.83,14.4,7.7,2.028148247,6.442540166,2.302585093
SO-E0007051,SWALECLIFFE BROOK,2021-05-10T11:31:00,7.89,12.5,8.05,2.079441542,6.872128101,8.006367568
MD-51974020,MONKSDALE STREAM AT MILLERS DALE,2020-03-18T12:11:00,12,8.4,8.2,0.336472237,6.309918278,3.988984047
NW-88003872,RIVER WYRE AT ST MICHAELS,2020-03-03T11:10:00,11.6,5.3,7.99,2.397895273,5.480638923,6.8134446
NW-88003872,RIVER WYRE AT ST MICHAELS,2020-02-04T10:40:00,11.2,5.7,7.52,2.772588722,5.451038454,7.783224016
NW-88003872,RIVER WYRE AT ST MICHAELS,2020-01-10T12:01:00,11.7,5.6,7.57,2.63905733,5.407171771,7.313220387
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-12-09T13:37:00,10.5,6.4,7.28,3.091042453,5.308267697,7.824046011
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-11-08T09:40:00,10.9,6.7,7.66,3.157000421,4.691347882,8.517193191
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-10-01T10:25:00,9.29,12,7.37,2.397895273,4.919980926,8.5754621
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2019-09-23T15:45:00,9.61,17.7,8.91,1.547562509,7.288244401,5.669880923
TH-PGWLN999,ENCLOSED WATER / LAKE N.C.R.S (N),2019-09-23T13:38:00,10.6,18.4,8.97,1.547562509,7.28756064,6.363028104
TH-PGWLN999,ENCLOSED WATER / LAKE N.C.R.S (N),2019-09-23T13:17:00,9.55,17.9,8.9,1.458615023,7.288927695,5.521460918
TH-PGWLN999,ENCLOSED WATER / LAKE N.C.R.S (N),2019-09-23T12:21:00,12.6,17.6,10.14,1.16315081,7.391415235,4.59511985
TH-PGWLN999,ENCLOSED WATER / LAKE N.C.R.S (N),2019-09-23T12:03:00,9.01,17.4,8.71,0.741937345,7.331060305,4.143134726
TH-PGWLN999,ENCLOSED WATER / LAKE N.C.R.S (N),2019-09-23T11:46:00,9.84,17.2,7.86,1.064710737,7.283448229,5.521460918
TH-PGWLN999,ENCLOSED WATER / LAKE N.C.R.S (N),2019-09-23T11:08:00,7.74,17.7,8.79,1.252762968,7.292337176,5.075173815
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2019-09-23T10:25:00,8.28,17.6,8.85,1.504077397,7.288244401,5.768320996
SW-82410208,GANNEL ESTUARY DOWNSTREAM OF FERN PIT,2019-09-10T12:25:00,11.4,13.9,7.6,0.78845736,4.836281907,7.495541944
SW-70814894,HOPE COVE BEACH (25400),2019-09-06T14:05:00,10.1,13.1,7.66,1.609437912,5.075173815,2.302585093
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-08-08T15:02:00,8.67,18.5,7.77,1.609437912,5.505331536,6.429719478
SW-60030166,RIVER BRUE AT BASONBRIDGE,2019-08-02T11:52:00,6.91,21.4,7.93,0.641853886,6.673297968,4.394449155
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-08-02T10:32:00,7.75,16.8,7.77,2.740840024,5.214935758,8.188689124
SW-82211501,STENNACK STM AT CULVERT BY LB STATION,2019-07-02T11:45:00,7.1,14.5,7.11,2.890371758,5.866468057,6.253828812
SW-70920104,RIVER ERME AT SEQUERS BRIDGE,2019-06-06T14:40:00,11.6,13,8.02,1.193922468,5.703782475,6.253828812
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-05-03T11:39:00,9.83,11.6,7.95,1.931521412,5.262690189,7.218176838
SW-70920104,RIVER ERME AT SEQUERS BRIDGE,2019-05-01T11:15:00,10.3,11.6,7.87,0.741937345,5.318119994,5.438079309
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-04-01T12:11:00,10.7,8.1,7.88,1.410986974,5.480638923,6.396929655
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-03-06T12:55:00,11.4,7.6,7.37,4.26969745,5.225746674,8.496990484
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-02-06T11:03:00,11.8,5.1,7.45,3.493472658,5.517452896,7.342779189
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-01-03T12:30:00,12.2,4.5,8.09,1.85629799,5.493061443,5.736572297
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-12-03T12:30:00,11,8.8,7.33,2.912350665,5.375278408,7.074963198
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-11-09T10:56:00,10.6,8.7,7.62,1.945910149,5.446737372,7.60090246
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-10-04T13:59:00,9.41,12.7,8.02,1.098612289,5.438079309,6.109247583
SW-73110930,ROSEA STREAM PTCW RIVER UMBER,2018-09-04T12:15:00,9.11,16.3,7.81,1.526056303,5.590986981,6.040254711
SW-70920104,RIVER ERME AT SEQUERS BRIDGE,2018-09-04T10:15:00,9.31,16.1,7.74,0.470003629,5.236441963,6.396929655
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-08-03T13:33:00,6.44,19.4,7.78,1.30833282,5.97126184,5.141663557
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-07-04T10:15:00,8.29,20.2,8.4,1.410986974,6.09356977,3.583518938
SW-70614872,PAIGNTON (PRESTON SANDS) (24000),2018-06-04T11:10:00,5.75,18.4,7.78,1.526056303,5.880532986,2.302585093
SW-82310103,RED RIVER AT GWITHIAN TOWANS,2018-05-21T14:15:00,10,14,7.51,2.388762789,5.910796644,3.295836866
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-05-09T12:50:00,9.96,13.7,7.88,1.193922468,5.758901774,6.943122423
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-04-04T13:31:00,10.8,7.6,7.44,3.927896355,5.288267031,9.903487553
NE-42100204,DRAIN AT KILN POINT,2018-03-22T12:02:00,9.75,8.8,7.29,1.62924054,6.785587645,2.302585093
NE-42100245,WAREN BURN U/S WEIR (EL SUB STATION),2018-03-22T11:30:00,12.5,6.7,8.18,2.151762203,6.206575927,4.682131227
NE-42100238,COCKLE RIDGE REED BED OUTFLOW,2018-03-22T10:22:00,11.8,7.7,8.11,2.459588842,6.652863029,3.583518938
NE-42100113,"FOULWORK BURN @ FOOTBRIDGE, FENHAM FLATS",2018-03-21T11:50:00,12.2,5.7,7.9,2.079441542,6.575075841,6.7310181
NE-42100252,MILL BURN AT FENHAM OLD MILL,2018-03-21T10:20:00,11,5,8.25,2.197224577,6.532334292,2.302585093
NE-42100247,BEAL CAST AT FOOTBRIDGE (U/S BLACK LOW),2018-03-21T10:08:00,10.7,5.1,7.43,3.621670704,7.101675972,4.9698133
NE-41000002,SOUTH LOW AT TIDAL SLUICE,2018-03-20T14:10:00,11.9,6.3,7.71,3.569532696,6.546785411,6.652863029
NE-41000232,NORTH LOW OPP SHEEPFOLD N OF GOSWICK,2018-03-20T12:44:00,12.6,5.5,7.83,3.010620886,6.483107351,5.886104031
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-03-09T11:16:00,12.4,4.5,7.74,3.148453361,5.866468057,8.455317788
NE-42100245,WAREN BURN U/S WEIR (EL SUB STATION),2018-02-06T12:50:00,13.1,3.5,8.29,1.481604541,6.456769656,5.799092654
NE-42100238,COCKLE RIDGE REED BED OUTFLOW,2018-02-06T11:28:00,11.9,2.9,8.32,2.370243741,6.788971743,5.030437921
NE-42100204,DRAIN AT KILN POINT,2018-02-06T10:50:00,10,5.9,7.5,0.182321557,6.831953566,2.302585093
NE-42100246,ROSS LOW U/S TIDAL SLUICE,2018-02-05T14:34:00,11.5,3.8,8.12,1.568615918,6.547932529,7.149131599
NE-42100113,"FOULWORK BURN @ FOOTBRIDGE, FENHAM FLATS",2018-02-05T12:00:00,14.3,3.5,8.2,1.974081026,6.899723107,5.192956851
NE-42100252,MILL BURN AT FENHAM OLD MILL,2018-02-05T10:48:00,11.9,4.7,8.22,2.721295428,6.617135563,5.560681631
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-02-05T10:45:00,11.8,3.5,7.87,2.151762203,5.641907071,6.345636361
NE-42100407,HOLY IS & BUDLE BAY PROJ MISC LOCATIONS,2018-02-05T10:14:00,9.51,6,7.58,1.435084525,8.117908942,2.302585093
NE-42100247,BEAL CAST AT FOOTBRIDGE (U/S BLACK LOW),2018-02-05T09:59:00,10,2.9,7.48,3.453157121,7.905072849,3.80666249
NE-42100245,WAREN BURN U/S WEIR (EL SUB STATION),2018-01-11T13:33:00,12.9,5.6,8.37,2.219203484,6.199291394,5.141663557
NE-42100204,DRAIN AT KILN POINT,2018-01-11T11:52:00,11.1,6.5,7.4,1.458615023,6.8134446,3.583518938
NE-42100238,COCKLE RIDGE REED BED OUTFLOW,2018-01-10T14:50:00,10.2,5,7.95,2.753660712,6.652863029,8.824677891
NE-42100246,ROSS LOW U/S TIDAL SLUICE,2018-01-10T13:43:00,11.1,5.2,7.2,2.406945108,6.304448802,9.903487553
NE-42100113,"FOULWORK BURN @ FOOTBRIDGE, FENHAM FLATS",2018-01-10T12:50:00,10.8,5.6,7.9,2.667228207,6.683360946,7.783224016
NE-42100252,MILL BURN AT FENHAM OLD MILL,2018-01-10T11:50:00,12.4,5.3,7.77,2.93385687,6.37502482,6.194405391
NE-42100247,BEAL CAST AT FOOTBRIDGE (U/S BLACK LOW),2018-01-10T11:22:00,10.2,5.3,7.53,3.749504076,7.215975003,5.288267031
NE-41000002,SOUTH LOW AT TIDAL SLUICE,2018-01-09T15:11:00,11.9,4.4,7.85,2.912350665,6.794250578,7.391415235
NE-42100210,SOUTH LOW U/S CAUSEWAY,2018-01-09T14:45:00,12.8,4.2,8.1,3.144152279,7.780720886,7.901007052
NE-42100407,HOLY IS & BUDLE BAY PROJ MISC LOCATIONS,2018-01-09T13:20:00,8.94,4.3,7.26,2.890371758,6.605297921,4.59511985
NE-41000232,NORTH LOW OPP SHEEPFOLD N OF GOSWICK,2018-01-09T11:58:00,12.6,4.4,7.91,2.610069793,6.573680167,6.429719478
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-01-02T11:47:00,10.6,5.2,7.55,2.674148649,5.379897354,7.149131599
NE-42100210,SOUTH LOW U/S CAUSEWAY,2017-11-24T13:50:00,12.3,5.6,7.8,3.837299459,7.522940918,7.696212639
NE-42100245,WAREN BURN U/S WEIR (EL SUB STATION),2017-11-24T13:22:00,12.7,5.1,8,2.965273066,6.011022046,7.400009517
NE-42100238,COCKLE RIDGE REED BED OUTFLOW,2017-11-24T12:32:00,11.4,5.1,7.94,2.90690106,6.472655366,7.937374696
NE-42100246,ROSS LOW U/S TIDAL SLUICE,2017-11-24T11:45:00,12.5,5.6,7.75,3.19047635,6.214007918,7.740664402
NE-41000002,SOUTH LOW AT TIDAL SLUICE,2017-11-24T10:53:00,10.4,5.5,7.85,3.871201011,6.512933331,8.101677747
NE-41000232,NORTH LOW OPP SHEEPFOLD N OF GOSWICK,2017-11-24T10:01:00,12,5,7.92,3.977810746,6.398428531,7.218176838
NE-42100113,"FOULWORK BURN @ FOOTBRIDGE, FENHAM FLATS",2017-11-23T13:45:00,10.5,7.4,7.65,4.475061501,6.477126197,8.411832676
NE-42100204,DRAIN AT KILN POINT,2017-11-23T12:20:00,9.91,7.2,7.36,2.4765384,6.661854741,8.006367568
NE-49000468,GYPSEY RACE - D/S OF SPRINGFIELD CSO,2017-11-23T11:50:00,11.3,8,7.46,4.470495283,6.308826774,4.605170186
NE-42100247,BEAL CAST AT FOOTBRIDGE (U/S BLACK LOW),2017-11-23T11:34:00,9.35,7.5,7.33,4.919980926,6.705639095,8.101677747
SO-G0006207,NYEWOOD LANE O/F,2017-11-23T11:20:00,8.05,13,7.63,1.757857918,9.609787408,10.04324949
NW-88003872,RIVER WYRE AT ST MICHAELS,2017-11-03T10:04:00,10.1,10,7.45,1.504077397,5.537334267,6.536691598
NE-42100245,WAREN BURN U/S WEIR (EL SUB STATION),2017-10-26T13:06:00,10.1,10.4,8.2,0.336472237,6.270988432,6.86171134
NE-42100246,ROSS LOW U/S TIDAL SLUICE,2017-10-26T12:15:00,8.85,10.4,7.89,0.78845736,7.859799181,6.741700695
NE-41000002,SOUTH LOW AT TIDAL SLUICE,2017-10-26T11:20:00,8.58,10.4,7.87,1.223775432,7.918992488,5.703782475
NE-41000232,NORTH LOW OPP SHEEPFOLD N OF GOSWICK,2017-10-26T10:48:00,8.42,10,8.16,1.722766598,6.658011046,6.309918278
NE-42100113,"FOULWORK BURN @ FOOTBRIDGE, FENHAM FLATS",2017-10-25T14:07:00,12,11.2,8.28,1.064710737,7.072421901,7.342779189
NE-42100247,BEAL CAST AT FOOTBRIDGE (U/S BLACK LOW),2017-10-25T11:58:00,10.3,10.9,7.65,2.975529566,7.94944442,6.152732695
NE-42100210,SOUTH LOW U/S CAUSEWAY,2017-10-25T10:50:00,10.2,11.4,7.97,1.840549633,10.40286793,5.480638923
NE-42100238,COCKLE RIDGE REED BED OUTFLOW,2017-10-24T13:00:00,7.37,11.7,8.01,0.336472237,6.782192056,6.131226489
NW-88003849,SPARTING BROOK @ FOOTPATH  BARTON OHFARM,2017-10-24T11:30:00,8.78,12.1,7.5,0,6.879355804,9.392661929
NE-42100205,BUDLE BAY OFF HEATHER COTTS AND CARAVAN,2017-10-24T10:25:00,0.655,11.7,7.57,0,10.09827278,2.302585093
NE-42100245,WAREN BURN U/S WEIR (EL SUB STATION),2017-09-26T12:58:00,10.2,13,8.32,0.741937345,6.304997098,6.588926478
NE-42100246,ROSS LOW U/S TIDAL SLUICE,2017-09-26T12:10:00,8.02,13.4,8.04,1.029619417,6.931471806,7.60090246
NE-41000002,SOUTH LOW AT TIDAL SLUICE,2017-09-26T10:54:00,6.87,13.5,7.96,1.029619417,7.126087273,5.634789603
NE-41000232,NORTH LOW OPP SHEEPFOLD N OF GOSWICK,2017-09-26T10:07:00,8.23,12.9,8.31,0.78845736,6.719013154,7.400009517
NE-42100113,"FOULWORK BURN @ FOOTBRIDGE, FENHAM FLATS",2017-09-25T15:06:00,15.2,14.3,8.5,0.916290732,7.091742115,6.536691598
NE-42100247,BEAL CAST AT FOOTBRIDGE (U/S BLACK LOW),2017-09-25T14:05:00,13.2,14.3,7.7,3.109060959,8.195609567,4.682131227
SW-81814942,PORTHLUNEY BEACH (28400),2017-09-25T12:00:00,10,13.9,7.89,1.589235205,10.09604818,4.912654886
NE-42100238,COCKLE RIDGE REED BED OUTFLOW,2017-09-22T14:47:00,9.37,11.6,8.38,1.568615918,6.721425701,5.703782475
NE-42100204,DRAIN AT KILN POINT,2017-09-22T13:34:00,9.32,11.4,7.57,0,6.879355804,2.302585093
NE-42100245,WAREN BURN U/S WEIR (EL SUB STATION),2017-08-24T13:07:00,10.6,14,8.39,0.405465108,6.316442404,7.649692624
SW-73110919,RIVER UMBER AT KILN LANE,2017-08-24T12:15:00,8.67,14.6,7.88,0.832909123,8.929170383,6.380122537
NE-41000002,SOUTH LOW AT TIDAL SLUICE,2017-08-24T11:17:00,6.98,15.3,7.88,1.131402111,7.593374193,9.377379072
NE-41000232,NORTH LOW OPP SHEEPFOLD N OF GOSWICK,2017-08-24T09:23:00,7.34,14.9,7.94,0.641853886,6.64118217,6.272877007
NE-42100247,BEAL CAST AT FOOTBRIDGE (U/S BLACK LOW),2017-08-23T13:48:00,7.46,16.2,7.41,3.46885603,9.238344568,5.030437921
SW-70614869,HOLLICOMBE BEACH (23900),2017-08-23T12:20:00,8.89,17,8.01,1.740466175,9.888424675,3.80666249
SW-70614854,TORRE ABBEY BEACH (23800),2017-08-23T11:40:00,10.2,15.4,8.28,3.122364924,7.44132039,2.302585093
NE-42100204,DRAIN AT KILN POINT,2017-08-23T10:50:00,8.83,11.8,7.48,0.530628251,6.878326468,6.131226489
NE-42100205,BUDLE BAY OFF HEATHER COTTS AND CARAVAN,2017-08-23T10:25:00,6.57,16.4,7.77,2.708050201,9.205126805,3.295836866
NE-42100253,FIELD DRAIN 300M NORTH OF MILL BURN,2017-08-09T13:21:00,5.57,13.5,8.06,3.945457782,6.543911846,14.0566724
NW-88003872,RIVER WYRE AT ST MICHAELS,2017-08-04T11:25:00,9.24,15.3,7.63,2.370243741,5.214935758,7.60090246
NE-42100245,WAREN BURN U/S WEIR (EL SUB STATION),2017-07-25T14:52:00,9.74,13.1,8.32,1.840549633,5.932775551,7.649692624
NW-88022983,WELD ROAD CSO-RH OUTFALL LOOKING SEWARD,2017-07-25T14:15:00,9.2,13.4,8.39,2.041220329,6.766191715,8.455317788
NE-42100246,ROSS LOW U/S TIDAL SLUICE,2017-07-25T13:30:00,8.43,13.8,8.3,2.240709689,6.253828812,8.867850063
NE-42100113,"FOULWORK BURN @ FOOTBRIDGE, FENHAM FLATS",2017-07-25T12:12:00,11.8,13.9,8.43,1.931521412,6.771935556,8.935903526
NE-42100204,DRAIN AT KILN POINT,2017-07-25T11:25:00,8.71,11.5,7.77,0,6.903747258,3.583518938
SW-70814980,CHALLABOROUGH BEACH (26000),2017-07-25T10:50:00,6.1,15.8,7.89,2.850706502,10.83226006,2.302585093
NE-42100252,MILL BURN AT FENHAM OLD MILL,2017-07-24T14:42:00,9.79,13.2,8.17,3.095577609,6.284507226,8.748304912
NE-42100247,BEAL CAST AT FOOTBRIDGE (U/S BLACK LOW),2017-07-24T13:42:00,8.4,14.5,7.62,3.642835516,7.374629015,9.546812609
NE-41000002,SOUTH LOW AT TIDAL SLUICE,2017-07-24T12:58:00,7.13,13.8,8.3,3.681351188,6.613384218,9.952277717
SW-82215420,GWITHIAN TOWANS (31400),2017-07-24T11:37:00,9.05,14.1,8.1,4.005513349,8.320204598,2.890371758
NE-41000232,NORTH LOW OPP SHEEPFOLD N OF GOSWICK,2017-07-24T10:30:00,7.58,13,7.72,3.109060959,6.513230111,9.472704636
SW-70410301,KNOWLE BROOK IN BUDLEIGH AT CULVERT,2017-05-05T11:40:00,9.16,12.8,8.33,0.875468737,6.154858094,7.60090246
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2017-04-18T08:46:00,8.82,9.5,8.02,1.887069649,6.697034248,5.966146739
NW-88003869,OLD RIVER BROCK PTC NEW DRAUGHT,2017-04-12T10:30:00,11.5,8.9,8.08,2.028148247,9.759155182,7.696212639
NE-42100245,WAREN BURN U/S WEIR (EL SUB STATION),2017-03-20T14:53:00,12.2,8.3,8.32,1.360976553,6.19990047,6.522092798
NE-42100246,ROSS LOW U/S TIDAL SLUICE,2017-03-20T13:53:00,11.9,8.5,8.02,2.091864062,6.323462503,6.646390515
NE-41000002,SOUTH LOW AT TIDAL SLUICE,2017-03-20T12:56:00,10,8.7,7.84,3.532225644,6.560464735,8.987196821
NE-41000232,NORTH LOW OPP SHEEPFOLD N OF GOSWICK,2017-03-20T12:06:00,11.4,8.1,7.95,3.234749174,5.781977322,7.824046011
NE-42100247,BEAL CAST AT FOOTBRIDGE (U/S BLACK LOW),2017-03-17T12:38:00,13.7,8.2,7.6,2.970414466,7.728855824,2.302585093
NE-42100210,SOUTH LOW U/S CAUSEWAY,2017-03-17T10:50:00,12.3,7.6,8.08,2.370243741,9.348187439,5.598421959
NE-42100238,COCKLE RIDGE REED BED OUTFLOW,2017-03-15T13:43:00,11,8,8.31,1.252762968,6.723832441,3.583518938
NE-42100113,"FOULWORK BURN @ FOOTBRIDGE, FENHAM FLATS",2017-03-15T12:32:00,14.3,7.3,8.34,1.098612289,6.805722553,6.646390515
NE-42100204,DRAIN AT KILN POINT,2017-03-15T11:09:00,9.88,8.4,7.65,0,6.863803391,2.302585093
NE-42100205,BUDLE BAY OFF HEATHER COTTS AND CARAVAN,2017-03-15T10:41:00,9.41,8,7.75,0.916290732,10.66867629,2.302585093
NW-88003872,RIVER WYRE AT ST MICHAELS,2017-03-03T11:12:00,11.3,5.7,7.74,2.63188884,5.429345629,7.218176838
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2017-03-02T10:15:00,11,6.2,7.98,2.493205453,6.6147256,6.131226489
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2017-02-13T09:21:00,12,3.7,8.22,2.90690106,6.602587892,6.345636361
NW-88003872,RIVER WYRE AT ST MICHAELS,2017-02-03T11:18:00,10.9,7.2,7.82,1.840549633,5.620400866,6.272877007
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2017-01-10T09:07:00,13.1,5.4,8.2,1.931521412,6.698268054,5.438079309
NW-88003872,RIVER WYRE AT ST MICHAELS,2017-01-06T11:48:00,13.2,3.1,8.16,1.740466175,5.697093487,6.852242569
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-12-07T09:47:00,11.5,5.7,8.04,1.410986974,6.726233402,5.940171253
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-11-24T09:22:00,10.7,7.1,7.99,3.772760938,6.349138991,8.070906089
NW-88003872,RIVER WYRE AT ST MICHAELS,2016-11-04T10:30:00,10.6,7.8,7.89,2.48490665,5.493061443,8.794824928
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-09-29T09:07:00,7.09,15.5,7.91,1.481604541,6.695798917,5.913503006
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-09-05T10:46:00,5.78,16,7.73,1.458615023,6.580639137,6.194405391
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-08-12T08:41:00,7.47,16.2,8.39,0.741937345,6.703188113,5.634789603
SW-82518801,INVESTIGATION IN CATCHMENT 25A,2016-08-04T11:29:00,8.86,16,7.87,0.993251773,8.255308812,11.08214255
SW-73110303,WEST WILDER BROOK AT ILFRACOMBE BEACH,2016-08-03T11:40:00,8.59,16.8,8.05,1.504077397,5.480638923,9.392661929
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-07-19T10:08:00,5.68,19.2,8.03,1.029619417,6.705639095,7.901007052
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-06-13T08:51:00,6.47,16.8,8.05,1.589235205,6.693323668,6.173786104
NW-88003872,RIVER WYRE AT ST MICHAELS,2016-06-06T11:25:00,7.38,20.1,7.64,1.386294361,5.749392986,5.288267031
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-05-16T08:36:00,7.95,12.6,8.07,1.481604541,6.65544035,6.507277712
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-04-27T10:45:00,11.5,8.4,8.28,1.360976553,6.698268054,4.836281907
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-03-15T08:51:00,10.7,6.7,8.14,2.753660712,6.481577129,7.454141078
AN-62M01,R.OUSE THE POINT KINGS LYNN,2016-03-08T16:56:00,10.9,5.16,8.24,3.708682081,10.19679129,4.727387819
NW-88003872,RIVER WYRE AT ST MICHAELS,2016-03-03T13:50:00,11.3,5.4,7.55,3.230804396,5.318119994,7.60090246
AN-62M01,R.OUSE THE POINT KINGS LYNN,2016-02-04T15:52:00,11.1,6.35,8.28,2.960105096,9.934404655,4.394449155
NW-88003872,RIVER WYRE AT ST MICHAELS,2016-02-04T11:17:00,11.3,6.4,7.76,3.968403339,5.225746674,8.556413905
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-02-01T09:09:00,10.5,7.8,8.13,4.268297869,6.439350371,7.972466016
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-01-05T10:51:00,9.36,7.4,7.92,4.160444364,6.278521424,8.131530711
NW-88003872,RIVER WYRE AT ST MICHAELS,2016-01-05T09:15:00,10.6,7,7.59,2.954910279,5.375278408,7.505492275
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-12-11T13:38:00,9.97,7.8,8.04,2.219203484,6.561030666,5.991464547
AN-62M01,R.OUSE THE POINT KINGS LYNN,2015-12-07T13:39:00,10.5,9.52,8.25,4.251348311,7.20385185,5.768320996
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-12-03T10:50:00,11,8.3,7.51,2.850706502,5.293304825,9.305650552
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-11-30T11:24:00,11.1,7.8,8.05,2.525728644,6.624065228,6.445719819
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-11-05T11:25:00,10.3,10.9,7.87,1.410986974,5.634789603,6.086774727
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-10-28T10:30:00,8.52,10.9,8.09,2.091864062,6.752270376,6.492239835
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2015-10-09T11:22:00,6.91,9.9,7.59,1.098612289,6.946013991,4.762173935
SO-E0007023,BUCKSHOLE RES MID D/S,2015-10-09T10:55:00,7.99,9.5,7.74,1.609437912,6.555356892,7.740664402
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-10-07T12:20:00,8.2,13.7,7.83,2.4765384,5.680172609,10.73639668
SW-60110129,HENLEAZE LAKE (36050),2015-09-17T13:00:00,7.57,15.4,7.93,2.541601993,6.165417854,5.560681631
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-09-16T12:32:00,8.6,14,8.02,1.686398954,6.668228248,5.375278408
SW-73115135,ILFRACOMBE (HELE) BEACH (34600),2015-09-08T15:00:00,8.54,14.6,8.08,3.683866912,10.22197765,4.49980967
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2015-09-04T14:09:00,6.42,12.7,8.01,0.993251773,6.533788838,8.809862805
SW-60110129,HENLEAZE LAKE (36050),2015-09-04T09:05:00,7.89,15.7,7.94,2.990719732,6.17586727,4.290459441
SW-60110129,HENLEAZE LAKE (36050),2015-09-02T12:15:00,7.92,16.6,8.05,2.753660712,6.182911012,5.099866428
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-09-02T09:40:00,9.16,14.2,7.86,1.547562509,5.509388337,8.318742253
SW-81914925,PORTHOUSTOCK BEACH (29000),2015-08-27T12:20:00,7.61,17.2,7.8,2.890371758,5.676753802,2.302585093
SW-60110129,HENLEAZE LAKE (36050),2015-08-20T13:18:00,8.38,17.9,8,2.595254707,6.187853361,6.194405391
SW-Z1020114,W. TRYM STM. AT LAKEWOOD RD,2015-08-18T12:10:00,8.53,15.9,8.02,0.048790164,6.595780514,9.740968623
SW-60110129,HENLEAZE LAKE (36050),2015-08-18T11:50:00,7.53,18.1,7.9,2.302585093,6.18929029,5.298317367
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-08-13T13:49:00,6.5,16.8,7.85,1.029619417,6.680854679,5.438079309
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-08-06T11:18:00,9.64,15,7.77,1.16315081,5.416100402,5.768320996
