sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Oxygen Diss,Temp Water,pH,ln Turd,ln Cond,ln Coliform,cos_day_of_year,sin_day_of_year,cos_time_of_day,sin_time_of_day,Oxygen Diss * Temp Water,Oxygen Diss * pH,Oxygen Diss * ln Turd,Oxygen Diss * ln Cond,Oxygen Diss * cos_day_of_year,Oxygen Diss * sin_day_of_year,Oxygen Diss * cos_time_of_day,Temp Water * pH,Temp Water * ln Turd,Temp Water * ln Cond,Temp Water * cos_day_of_year,Temp Water * sin_day_of_year,Temp Water * cos_time_of_day,pH * ln Turd,pH * ln Cond,pH * cos_day_of_year,pH * sin_day_of_year,pH * cos_time_of_day,ln Turd * ln Cond,ln Turd * cos_day_of_year,ln Turd * sin_day_of_year,ln Turd * cos_time_of_day,ln Cond * cos_day_of_year,ln Cond * sin_day_of_year,ln Cond * cos_time_of_day,cos_day_of_year * sin_day_of_year,cos_day_of_year * cos_time_of_day,sin_day_of_year * cos_time_of_day,Oxygen Diss n/(n+1),Temp Water n/(n+1),pH n/(n+1),ln Turd n/(n+1),ln Cond n/(n+1),cos_day_of_year n/(n+1),sin_day_of_year n/(n+1)
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-04-02T12:12:00,14.9,11.7,8.07,1.648658626,7.01301579,4.276666119,-0.011826391,0.999930066,-0.998629535,-0.052335956,174.33,120.243,24.56501353,104.4939353,-0.176213226,14.89895798,-14.87958007,94.419,19.28930592,82.05228474,-0.138368775,11.69918177,-11.68396556,13.30467511,56.59503743,-0.095438975,8.069435633,-8.058940347,11.56206898,-0.019497682,1.648543329,-1.646399197,-0.082938667,7.012525342,-7.003404697,-0.011825564,0.011810183,-0.998559697,0.937106918,0.921259843,0.889746417,0.622450402,0.875203041,-0.011967928,0.499982516
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-03-27T15:46:00,15.2,8.3,8.48,1.589235205,6.697034248,5.393627546,0.091260722,0.995827034,-0.551936985,-0.833885822,126.16,128.896,24.15637512,101.7949206,1.387162974,15.13657092,-8.389442172,70.384,13.1906522,55.58538426,0.757463993,8.265364382,-4.581076976,13.47671454,56.79085042,0.773890923,8.444613248,-4.680425633,10.6431626,0.145034752,1.582603381,-0.877157688,0.611176181,6.669087752,-3.696340891,0.090879894,-0.050370168,-0.549633771,0.938271605,0.892473118,0.894514768,0.61378557,0.87007983,0.083628706,0.498954577
SO-E0007084,UPSTREAM OF SPONGE,2014-03-06T13:15:00,11.9,9.4,7.64,2.028148247,6.335054251,7.649692624,0.437340096,0.899296192,-0.946930129,-0.321439465,111.86,90.916,24.13496414,75.38714559,5.204347142,10.70162468,-11.26846854,71.816,19.06459352,59.54950996,4.110996902,8.453384205,-8.901143213,15.49505261,48.39981448,3.341278333,6.870622907,-7.234546186,12.84842917,0.886990549,1.823905995,-1.920514681,2.770573234,5.697090164,-5.998853739,0.393298283,-0.414130514,-0.851570659,0.92248062,0.903846154,0.884259259,0.669765177,0.863668357,0.304270435,0.473489178
SO-E0004912,EAST CONFLUENCE BY TENNIS COURTS,2014-03-06T13:00:00,11.4,8.6,7.63,3.751854253,6.276643489,8.242756346,0.437340096,0.899296192,-0.965925826,-0.258819045,98.04,86.982,42.77113848,71.55373577,4.985677094,10.25197659,-11.01155442,65.618,32.26594658,53.97913401,3.761124826,7.733947251,-8.306962104,28.62664795,47.89078982,3.336904932,6.861629945,-7.370014052,23.54905157,1.640836299,3.374028243,-3.624012918,2.745027866,5.644561588,-6.062772047,0.393298283,-0.422438093,-0.868653417,0.919354839,0.895833333,0.884125145,0.789555835,0.862574001,0.304270435,0.473489178
SO-E0004914,WEST CONFLUENCE BY TENNIS COURTS,2014-03-06T12:50:00,11.4,9.1,7.47,1.85629799,6.352629396,5.030437921,0.437340096,0.899296192,-0.976296007,-0.216439614,103.74,85.158,21.16179709,72.41997511,4.985677094,10.25197659,-11.12977448,67.977,16.89231171,57.8089275,3.979794874,8.183595347,-8.884293664,13.86654599,47.45414159,3.266930517,6.717742554,-7.292931172,11.79237318,0.811833541,1.669361714,-1.812296315,2.77825955,5.712895425,-6.202046713,0.393298283,-0.426973389,-0.877979281,0.919354839,0.900990099,0.881936246,0.649896473,0.863994233,0.304270435,0.473489178
SO-E0007027,HARMERS RESERVOIR U/S,2014-03-06T12:15:00,11,9,7.55,3.117949906,6.49677499,9.330165765,0.437340096,0.899296192,-0.997858923,-0.065403129,99,83.05,34.29744897,71.46452489,4.810741056,9.892258112,-10.97644815,67.95,28.06154915,58.47097491,3.936060864,8.093665728,-8.980730307,23.54052179,49.05065117,3.301917725,6.78968625,-7.533834869,20.25661897,1.363604511,2.803960477,-3.111274135,2.841300198,5.842525009,-6.482864894,0.393298283,-0.436403717,-0.89737073,0.916666667,0.9,0.883040936,0.757160718,0.866609308,0.304270435,0.473489178
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-03-06T11:55:00,11.4,7,8.26,3.218875825,8.535249196,4.983606622,0.437340096,0.899296192,-0.999762027,0.021814885,79.8,94.164,36.69518441,97.30184083,4.985677094,10.25197659,-11.39728711,57.82,22.53213078,59.74674437,3.061380672,6.295073344,-6.998334189,26.58791431,70.50115836,3.612429193,7.428186546,-8.258034343,27.4739073,1.407743462,2.894722772,-3.218109819,3.732806703,7.6757171,-8.533218037,0.393298283,-0.437236021,-0.899082184,0.919354839,0.875,0.892008639,0.762970032,0.895125971,0.304270435,0.473489178
SO-E0007024,BUCKSHOLE RES MID U/S,2014-03-06T11:45:00,11,8.9,7.83,3.935739532,6.508769137,6.109247583,0.437340096,0.899296192,-0.997858923,0.065403129,97.9,86.13,43.29313485,71.59646051,4.810741056,9.892258112,-10.97644815,69.687,35.02808183,57.92804532,3.892326854,8.003736109,-8.880944415,30.81684054,50.96366234,3.424372952,7.041489183,-7.813235367,25.61682,1.721256705,3.539395574,-3.927312811,2.846545719,5.8533113,-6.494833361,0.393298283,-0.436403717,-0.89737073,0.916666667,0.898989899,0.886749717,0.797396116,0.86682238,0.304270435,0.473489178
SO-E0007025,BUCKSHOLE RES UPR D/S,2014-03-06T11:25:00,10.1,9.4,7.84,3.703768067,6.508769137,6.131226489,0.437340096,0.899296192,-0.98836151,0.152123386,94.94,79.184,37.40805748,65.73856828,4.41713497,9.082891539,-9.982451251,73.696,34.81541983,61.18242989,4.110996902,8.453384205,-9.290598194,29.03754165,51.02875003,3.428746353,7.050482145,-7.748754238,24.10697129,1.619806282,3.330784519,-3.660661799,2.846545719,5.8533113,-6.433016892,0.393298283,-0.432250118,-0.888829742,0.90990991,0.903846154,0.886877828,0.787404484,0.86682238,0.304270435,0.473489178
SO-E0007023,BUCKSHOLE RES MID D/S,2014-03-06T11:10:00,11.3,7.7,7.77,2.442347035,6.504288174,6.620073207,0.437340096,0.899296192,-0.976296007,0.216439614,87.01,87.801,27.5985215,73.49845637,4.941943085,10.16204697,-11.03214488,59.829,18.80607217,50.08301894,3.367518739,6.924580678,-7.517479254,18.97703646,50.53831911,3.398132546,6.987531412,-7.585819974,15.88572894,1.068136287,2.196393388,-2.384453658,2.844586014,5.849281587,-6.350110573,0.393298283,-0.426973389,-0.877979281,0.918699187,0.885057471,0.885974914,0.709500527,0.866742857,0.304270435,0.473489178
SO-F0003103,ALEXANDRA STREAM OUTFALL,2014-03-06T10:00:00,11.5,8.8,8.14,2.219203484,6.850126166,7.554334824,0.437340096,0.899296192,-0.866025404,0.5,101.2,93.61,25.52084007,78.77645091,5.029411104,10.34190621,-9.959292146,71.632,19.52899066,60.28111026,3.848592845,7.91380649,-7.621023555,18.06431636,55.76002699,3.559948381,7.320271003,-7.049446789,15.20182385,0.970546665,1.995721242,-1.921886594,2.995834835,6.160292376,-5.93238328,0.393298283,-0.378747633,-0.778813348,0.92,0.897959184,0.89059081,0.689364153,0.872613512,0.304270435,0.473489178
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-03-04T13:22:00,12.7,6.4,8.25,2.32238772,6.670766321,6.345636361,0.468015328,0.883720347,-0.936672189,-0.350207381,81.28,104.775,29.49432404,84.71873228,5.943794666,11.22324841,-11.8957368,52.8,14.86328141,42.69290445,2.995298099,5.655810221,-5.99470201,19.15969869,55.03382215,3.861126456,7.290692863,-7.727545559,15.49210579,1.086913051,2.052341282,-2.175315989,3.122020888,5.895091928,-6.248321292,0.413594668,-0.438376942,-0.827756272,0.927007299,0.864864865,0.891891892,0.699011649,0.869634928,0.318808203,0.469135638
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2014-03-04T12:14:00,12.2,6.3,8.16,2.890371758,6.624065228,5.857933154,0.468015328,0.883720347,-0.998134798,-0.06104854,76.86,99.552,35.26253545,80.81359578,5.709787002,10.78138823,-12.17724454,51.408,18.20934208,41.73161094,2.948496566,5.567438186,-6.288249227,23.58543355,54.05237226,3.819005076,7.211158032,-8.144779952,19.14601106,1.352738286,2.554280333,-2.884980631,3.10016406,5.853821222,-6.611710008,0.413594668,-0.467142385,-0.88207203,0.924242424,0.863013699,0.890829694,0.742955156,0.868836379,0.318808203,0.469135638
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-02-17T16:43:00,11,5.38,8.22,4.172847624,6.794138552,6.363028104,0.678030602,0.735033674,-0.329690645,-0.94408902,59.18,90.42,45.90132386,74.73552407,7.458336622,8.085370414,-3.626597095,44.2236,22.44992022,36.55246541,3.647804639,3.954481166,-1.77373567,34.30080747,55.8478189,5.573411548,6.0419768,-2.710057102,28.35090491,2.829318387,3.06718352,-1.375748825,4.606633852,4.993920622,-2.239963921,0.498375324,-0.223540347,-0.242333726,0.916666667,0.843260188,0.89154013,0.806682881,0.871698457,0.404063312,0.42364231
SW-50250102,RIVER EBBLE D/S LONGFORD FISH FARM,2014-02-05T10:34:00,11.8,5.8,8.16,5.087596335,6.527957918,5.598421959,0.814292378,0.580454928,-0.930417568,0.366501227,68.44,96.288,60.03363675,77.02990343,9.60865006,6.84936815,-10.9789273,47.328,29.50805874,37.86215592,4.722895792,3.366638582,-5.396421894,41.51478609,53.26813661,6.644625804,4.736512212,-7.592207355,33.21161478,4.142790918,2.953120364,-4.733589009,5.315666377,3.789185343,-6.07372673,0.472660024,-0.757631934,-0.540065462,0.921875,0.852941176,0.890829694,0.835731552,0.86716185,0.448820922,0.367270789
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-02-03T13:55:00,11.5,5.5,7.56,2.041220329,5.488937726,6.152732695,0.833777013,0.552101343,-0.876726756,-0.480988769,63.25,86.94,23.47403378,63.12278385,9.58843565,6.349165445,-10.08235769,41.58,11.22671181,30.18915749,4.585773572,3.036557387,-4.821997158,15.43162569,41.49636921,6.303354218,4.173886153,-6.628054275,11.20413127,1.701922589,1.126960485,-1.789592477,4.576550102,3.03044989,-4.812298566,0.460329409,-0.730994616,-0.484042019,0.92,0.846153846,0.88317757,0.671184626,0.845891571,0.454677426,0.355712174
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-01-16T08:20:00,10.5,5.684,8.049,3.761200116,0.532978428,5.828945618,0.96236033,0.271776738,-0.573576436,0.819152044,59.682,84.5145,39.49260122,5.596273494,10.10478347,2.853655749,-6.022552578,45.750516,21.37866146,3.029449385,5.470056116,1.544778979,-3.260208462,30.27389973,4.289943367,7.746038296,2.187530964,-4.616716733,2.004638525,3.619629785,1.022206698,-2.157335758,0.512917296,0.144851139,-0.305703867,0.261547151,-0.551987208,-0.155884733,0.913043478,0.850388989,0.889490551,0.789968921,0.3476751,0.490409593,0.213698466
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-01-09T14:06:00,11.3,6.9,8.11,4.32677816,6.352629396,7.342779189,0.988039023,0.154204048,-0.852640164,-0.522498565,77.97,91.643,48.89259321,71.78471217,11.16484096,1.742505742,-9.634833853,55.959,29.8547693,43.83314283,6.817469259,1.064007931,-5.883217132,35.09017088,51.5198244,8.012996477,1.250594829,-6.91491173,27.48641813,4.275025666,0.667206707,-3.68918484,6.276645742,0.979601168,-5.41650697,0.152359617,-0.842441755,-0.131480565,0.918699187,0.873417722,0.890230516,0.812269261,0.863994233,0.496991765,0.133602068
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-01-09T12:11:00,11,6.7,7.7,3.543853682,5.220355825,8.006367568,0.988039023,0.154204048,-0.998848386,-0.047978129,73.7,84.7,38.9823905,57.42391408,10.86842925,1.696244528,-10.98733225,51.59,23.74381967,34.97638403,6.619861454,1.033167122,-6.692284186,27.28767335,40.19673985,7.607900477,1.18737117,-7.691132572,18.50017721,3.50146573,0.546476583,-3.53977253,5.157915269,0.805,-5.21434399,0.152359617,-0.986901183,-0.154026464,0.916666667,0.87012987,0.885057471,0.779922491,0.839237492,0.496991765,0.133602068
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-01-03T14:29:00,11.8,7,8.16,2.939161922,6.72982407,6.985641818,0.99866864,0.051584367,-0.796002003,-0.605293988,82.6,96.288,34.68211068,79.41192403,11.78428995,0.608695531,-9.392823635,57.12,20.57413345,47.10876849,6.99068048,0.361090569,-5.572014021,23.98356128,54.91536441,8.149136102,0.420928435,-6.495376344,19.78004265,2.935248839,0.151614807,-2.339578777,6.720864251,0.347153715,-5.35695344,0.05151569,-0.794942238,-0.041061259,0.921875,0.875,0.890829694,0.746138895,0.87063095,0.499666938,0.04905395
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-12-10T12:52:00,10.8,5.004,8.129,3.414442608,10.31513352,5.693732139,0.933926759,-0.357464416,-0.974370065,-0.224951054,54.0432,87.7932,36.87598017,111.403442,10.086409,-3.860615693,-10.5231967,40.677516,17.08587081,51.61692813,4.673369502,-1.788751938,-4.875747805,27.75600396,83.85172038,7.591890624,-2.905828238,-7.920654258,35.2204314,3.188839319,-1.220541733,-3.326930666,9.633579217,-3.68729318,-10.05075732,-0.333845583,-0.909990277,0.348302626,0.915254237,0.83344437,0.890458977,0.773470835,0.911622784,0.482917336,-0.556334038
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2013-11-25T14:46:00,10.1,5.8,7.91,1.064710737,6.918695219,6.551080335,0.811788547,-0.5839515,-0.748955721,-0.662620048,58.58,79.891,10.75357844,69.87882171,8.199064325,-5.89791015,-7.564452782,45.878,6.175322275,40.12843227,4.708373573,-3.3869187,-4.343943182,8.42186193,54.72687918,6.421247407,-4.619056365,-5.924239753,7.366409086,0.864319982,-0.621739432,-0.797421198,5.616517539,-4.040182451,-5.181796366,-0.47404514,-0.607993677,0.437353817,0.90990991,0.852941176,0.887766554,0.515670654,0.873716569,0.448059211,-1.40356593
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-11-25T13:42:00,11.8,3.9,7.7,4.02356438,5.602118821,6.812345094,0.811788547,-0.5839515,-0.902585284,-0.430511097,46.02,90.86,47.47805968,66.10500209,9.579104855,-6.8906277,-10.65050635,30.03,15.69190108,21.8482634,3.165975333,-2.27741085,-3.520082608,30.98144573,43.13631492,6.250771812,-4.49642655,-6.949906687,22.54048574,3.266283482,-2.349566455,-3.631609999,4.547735898,-3.271365689,-5.056390007,-0.47404514,-0.732708396,0.52706603,0.921875,0.795918367,0.885057471,0.800938154,0.848533474,0.448059211,-1.40356593
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2013-11-25T13:11:00,10,6.3,7.77,1.131402111,6.870053412,6.194405391,0.811788547,-0.5839515,-0.9523958,-0.304864299,63,77.7,11.31402111,68.70053412,8.11788547,-5.839515,-9.523958,48.951,7.127833299,43.2813365,5.114267846,-3.67889445,-6.00009354,8.790994402,53.38031501,6.30759701,-4.537303155,-7.400115366,7.772792933,0.918459276,-0.66068396,-1.077542619,5.577030677,-4.011777995,-6.543010015,-0.47404514,-0.773144003,0.556152956,0.909090909,0.863013699,0.885974914,0.530825275,0.872936059,0.448059211,-1.40356593
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2013-11-25T12:39:00,11.6,5.9,8.16,1.667706821,6.609349243,6.363028104,0.811788547,-0.5839515,-0.985556059,-0.169349504,68.44,94.656,19.34539912,76.66845122,9.416747145,-6.7738374,-11.43245028,48.144,9.839470244,38.99516053,4.789552427,-3.44531385,-5.814780748,13.60848766,53.93228982,6.624194544,-4.76504424,-8.042137441,11.02245681,1.353825297,-0.9738599,-1.643618562,5.365394019,-3.859539404,-6.513884192,-0.47404514,-0.800063121,0.575516939,0.920634921,0.855072464,0.890829694,0.625146215,0.868582717,0.448059211,-1.40356593
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-11-18T08:11:00,9.62,7.5,8,1.962907725,2.926917958,4.605170186,0.735762235,-0.677239938,-0.540974471,0.841039013,72.15,76.96,18.88317231,28.15695076,7.078032701,-6.515048204,-5.204174411,60,14.72180794,21.95188469,5.518216763,-5.079299535,-4.057308533,15.7032618,23.41534366,5.88609788,-5.417919504,-4.327795768,5.74526987,1.444233375,-1.329359506,-1.061882968,2.153515698,-1.982225736,-1.583387894,-0.49828757,-0.398028586,0.366369517,0.905838041,0.882352941,0.888888889,0.662493708,0.745347366,0.423884228,-2.098276763
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2013-11-11T12:44:00,11.4,7.7,8,2.451005098,6.54534966,6.253828812,0.649080074,-0.760720091,-0.981627183,-0.190808995,87.78,91.2,27.94145812,74.61698612,7.399512844,-8.672209037,-11.19054989,61.6,18.87273925,50.39919238,4.99791657,-5.857544701,-7.558529309,19.60804078,52.36279728,5.192640592,-6.085760728,-7.853017464,16.04268538,1.59089857,-1.864528821,-2.40597323,4.248456042,-4.979178989,-6.425093148,-0.493768253,-0.637154645,0.74674352,0.919354839,0.885057471,0.888888889,0.710229347,0.867468037,0.393601308,-3.179205869
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-11-01T10:51:00,9.94,9.9,7.7,3.261935314,5.517452896,8.496990484,0.509282007,-0.860599696,-0.955019944,0.296541575,98.406,76.538,32.42363702,54.84348179,5.06226315,-8.554360978,-9.492898243,76.23,32.29315961,54.62278367,5.041891869,-8.51993699,-9.454697446,25.11690192,42.4843873,3.921471454,-6.626617659,-7.353653569,17.99757444,1.661244963,-2.80722054,-3.115213281,2.809939484,-4.748318285,-5.269277556,-0.43828794,-0.486374474,0.821889873,0.908592322,0.908256881,0.885057471,0.765364811,0.846565826,0.337433299,-6.173585504
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2013-10-30T10:54:00,7.13,8.9,7.61,1.960094784,6.918695219,5.886104031,0.479377659,-0.877608717,-0.958819735,0.284015345,63.457,54.2593,13.97547581,49.33029691,3.417962709,-6.257350152,-6.836384711,67.729,17.44484358,61.57638745,4.266461165,-7.810717581,-8.533495642,14.91632131,52.65127062,3.648063985,-6.678602336,-7.296618183,13.56129841,0.939625649,-1.720196269,-1.879377561,3.316667917,-6.071907234,-6.633781516,-0.420706012,-0.45963676,0.841468557,0.87699877,0.898989899,0.883855981,0.66217298,0.873716569,0.324040083,-7.170516523
SW-70420115,OTTER AT NEWTON POPPLEFORD FOOTBRIDGE,2013-10-30T10:05:00,7.32,8.7,7.66,1.526056303,6.632001777,7.554334824,0.479377659,-0.877608717,-0.876726756,0.480988769,63.684,56.0712,11.17073214,48.54625301,3.509044464,-6.424095808,-6.417639854,66.642,13.27668984,57.69841546,4.170585633,-7.635195838,-7.627522777,11.68959128,50.80113361,3.672032868,-6.722482772,-6.715726951,10.12080811,0.731557298,-1.339280314,-1.337934392,3.179233486,-5.820302571,-5.814453404,-0.420706012,-0.42028322,0.769423043,0.879807692,0.896907216,0.884526559,0.604126005,0.868972777,0.324040083,-7.170516523
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2013-10-17T13:43:00,9.88,11.4,7.92,1.931521412,6.723832441,6.040254711,0.272811264,-0.962067572,-0.900698239,-0.434445257,112.632,78.2496,19.08343155,66.43146452,2.695375288,-9.505227611,-8.898898601,90.288,22.0193441,76.65168983,3.11004841,-10.96757032,-10.26795992,15.29764958,53.25275293,2.160665211,-7.61957517,-7.133530053,12.98722633,0.526940798,-1.858254115,-1.739717934,1.834337227,-6.468781151,-6.056144039,-0.26246287,-0.245720625,0.866532568,0.908088235,0.919354839,0.887892377,0.658880199,0.870530594,0.214337563,-25.36266785
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-10-16T15:49:00,8.64,11.87,8.04,5.886937018,2.772588722,5.204006687,0.256221822,-0.96661801,-0.540974471,-0.841039013,102.5568,69.4656,50.86313584,23.95516656,2.213756542,-8.351579606,-4.674019429,95.4348,69.8779424,32.91062813,3.041353027,-11.47375578,-6.421366971,47.33097362,22.29161332,2.060023449,-7.7716088,-4.349434747,16.32205518,1.508361729,-5.690419345,-3.184682639,0.710397734,-2.680034193,-1.499899717,-0.247668628,-0.138609465,0.522915667,0.89626556,0.922299922,0.889380531,0.854797569,0.734930025,0.203962244,-28.95627283
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-10-04T14:01:00,9.2,15.3,7.72,2.912350665,5.087596335,8.89192414,0.052658057,-0.998612602,-0.863835505,-0.503773977,140.76,71.024,26.79362612,46.80588628,0.484454124,-9.187235938,-7.947286646,118.116,44.55896517,77.84022393,0.805668272,-15.27877281,-13.21668323,22.48334713,39.27624371,0.4065202,-7.709289287,-6.668810099,14.81686457,0.153358727,-2.908310076,-2.515791907,0.267902938,-5.080537814,-4.394846349,-0.052584999,-0.045487899,0.862637021,0.901960784,0.938650307,0.885321101,0.74439919,0.835731552,0.050023896,-719.7737073
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2013-10-02T15:28:00,7.94,13.1,7.83,2.261763098,7.192182059,7.170119543,0.018276558,-0.99983297,-0.615661475,-0.788010754,104.014,62.1702,17.958399,57.10592555,0.145115871,-7.938673782,-4.888352112,102.573,29.62909658,94.21758497,0.23942291,-13.09781191,-8.065165323,17.70960506,56.31478552,0.143105449,-7.828692155,-4.820629349,16.26701198,0.041337244,-2.261385316,-1.392480405,0.131448333,-7.190980749,-4.427949415,-0.018273505,-0.011252173,0.615558641,0.888143177,0.929078014,0.886749717,0.693417342,0.8779324,0.017948521,-5985.948452
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2013-10-02T14:05:00,7.87,12.8,7.76,1.16315081,6.873163834,6.461468176,0.018276558,-0.99983297,-0.854911871,-0.518773258,100.736,61.0712,9.153996875,54.09179937,0.143836511,-7.868685474,-6.728156425,99.328,14.88833037,87.97649708,0.233939942,-12.79786202,-10.94287195,9.026050286,53.33575135,0.14182609,-7.758703847,-6.634116119,7.994526081,0.021258393,-1.162956529,-0.994391435,0.125617777,-6.872015809,-5.875949353,-0.018273505,-0.015624846,0.854769075,0.887260428,0.927536232,0.885844749,0.537711381,0.872986258,0.017948521,-5985.948452
SW-70110134,RIVER LIM U/S UPLYME STW,2013-09-11T12:05:00,3.02,12.7,7.56,1.435084525,6.66057515,8.648221454,-0.33628873,-0.941758934,-0.999762027,-0.021814885,38.354,22.8312,4.333955266,20.11493695,-1.015591965,-2.844111981,-3.019281322,96.012,18.22557347,84.58930441,-4.270866871,-11.96033846,-12.69697774,10.84923901,50.35394813,-2.542342799,-7.119697541,-7.558200924,9.558488325,-0.482602752,-1.351503672,-1.434743014,-2.239876358,-6.272656153,-6.658990113,0.316702916,0.336208702,0.941534821,0.751243781,0.927007299,0.88317757,0.589336637,0.869461499,-0.506679252,-16.1700154
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2013-09-06T14:53:00,6.84,16.3,7.9,1.547562509,7.202661197,6.994849986,-0.415948392,-0.90938822,-0.72837097,-0.68518299,111.492,54.036,10.58532756,49.26620259,-2.845087001,-6.220215425,-4.982057435,128.77,25.2252689,117.4033775,-6.77995879,-14.82302799,-11.87244681,12.22574382,56.90102346,-3.285992297,-7.184166938,-5.754130663,11.14656843,-0.643706137,-1.407335115,-1.127199606,-2.995935343,-6.550015245,-5.246209323,0.378258568,0.302964734,0.66237198,0.87244898,0.942196532,0.887640449,0.607467924,0.878088345,-0.712177462,-10.03609266
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2013-09-06T14:22:00,7.92,14.8,7.85,0.993251773,6.854354502,7.400009517,-0.415948392,-0.90938822,-0.814115518,-0.580702956,117.216,62.172,7.866554042,54.28648766,-3.294311265,-7.202354702,-6.447794903,116.18,14.70012624,101.4444466,-6.156036202,-13.45894566,-12.04890967,7.797026418,53.80668284,-3.265194877,-7.138697527,-6.390806816,6.808099762,-0.413141478,-0.903251462,-0.808621682,-2.851057733,-6.23326924,-5.580236366,0.378258568,0.338630041,0.740347062,0.887892377,0.936708861,0.88700565,0.498307232,0.87268209,-0.712177462,-10.03609266
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-09-06T08:04:00,7.11,19.24,8.05,2.850706502,10.76298569,4.574710979,-0.415948392,-0.90938822,-0.515038075,0.857167301,136.7964,57.2355,20.26852323,76.52482826,-2.957393067,-6.465750244,-3.661920713,154.882,54.8475931,207.0798447,-8.002847062,-17.49662935,-9.909332563,22.94818734,86.6420348,-3.348384556,-7.320575171,-4.146056504,30.68211329,-1.185746786,-2.592398912,-1.468222389,-4.476846591,-9.787732399,-5.543347431,0.378258568,0.214229259,0.468369558,0.876695438,0.950592885,0.889502762,0.740307396,0.91498757,-0.712177462,-10.03609266
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-09-05T14:16:00,9,17.1,8.01,0.993251773,5.564520407,5.634789603,-0.431529759,-0.902098701,-0.829037573,-0.559192903,153.9,72.09,8.939265957,50.08068366,-3.883767831,-8.118888309,-7.461338157,136.971,16.98460532,95.15329896,-7.379158879,-15.42588779,-14.1765425,7.955946702,44.57180846,-3.45655337,-7.225810595,-6.64059096,5.52696976,-0.428617698,-0.896011134,-0.823443039,-2.40125615,-5.019746631,-4.613196493,0.389282435,0.357754384,0.747873718,0.9,0.944751381,0.889012209,0.498307232,0.847665947,-0.759107035,-9.214369066
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2013-09-02T10:41:00,9.58,15.6,8.13,1.386294361,6.736966958,6.551080335,-0.477489428,-0.878637494,-0.941176015,0.337916718,149.448,77.8854,13.28069998,64.54014346,-4.57434872,-8.417347193,-9.016466224,126.828,21.62619203,105.0966845,-7.448835077,-13.70674491,-14.68234583,11.27057315,54.77154137,-3.88198905,-7.143322826,-7.651761002,9.339419304,-0.661940901,-1.218050203,-1.304747002,-3.216830499,-5.919351765,-6.340671715,0.419540114,0.449401597,0.826952535,0.905482042,0.939759036,0.890470975,0.580940216,0.870750385,-0.913836874,-7.239777119
SO-G0006587,MIDDLE PARKWAY ROAD BRIDGE,2013-08-30T10:15:00,8.98,16.9,7.9,0.955511445,5.416100402,9.61580548,-0.522177677,-0.852836722,-0.896872742,0.44228869,151.762,70.942,8.580492776,48.63658161,-4.689155539,-7.658473764,-8.053917223,133.51,16.14814342,91.53209679,-8.824802741,-14.4129406,-15.15714934,7.548540416,42.78719318,-4.125203648,-6.737410104,-7.085294662,5.175145921,-0.498946747,-0.814895249,-0.85697217,-2.828166726,-4.619049313,-4.857552818,0.445332298,0.468326925,0.764886009,0.899799599,0.944134078,0.887640449,0.488624829,0.84414209,-1.092828133,-5.795173454
