sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Cond @ 25C,Oxygen Diss,Temp Water,pH,Turbidity,E.coli C-MF,Available
SW-72933607,MUSSEL BROOK AT WESTOVER,2022-10-31T09:38:00,238,9.48,12.7,7.25,,64,5
SW-82520904,LANIVET STREAM AT NANSTALLON BRIDGE,2021-11-02T10:03:00,210,9.47,10.4,7.25,,64,5
NE-49000116,FLAMBOROUGH VILLAGE STW FINAL EFFLUENT,2018-03-21T10:50:00,791,9.35,6.8,7.25,,64,5
SW-81520205,RIVER FOWEY AT RESPRYN BRIDGE,2021-10-18T13:21:00,104,9.1,13.1,7.25,,64,5
SW-82515002,LUSTY GLAZE (32330),2013-09-18T10:00:00,944,8.34,10,7.25,,64,5
SW-70614694,WATCOMBE BEACH (23200),2019-08-09T12:15:00,600,8.34,14.1,7.25,,64,5
NW-88023954,MAIN DYKE D/S LUCAS FLASH,2017-11-16T13:29:00,640,8.31,9.6,7.25,,64,5
NW-88003876,LORDS BROOK PTC RIVER WYRE,2024-11-19T10:35:00,577,8.07,7.3,7.25,,64,5
NW-88022685,THE SLUICE U/S CROSSENS PS,2012-11-05T11:04:00,557,7.9,6.3,7.25,,64,5
SW-73013103,CROYDE STREAM AT BEACH,2022-09-08T11:50:00,1000,5.69,13.4,7.25,,64,5
SO-DUMPHAMP,DUMP HAMPSHIRE EAST,2013-10-18T12:11:00,634,10.3,10.8,7.25,,64,5
SW-72940158,RIVER OKEMENT AT SOUTH DORNAFORD,2023-03-15T11:25:00,101,12.3,6.9,7.24,,64,5
NW-88024649,DUBBS BECK U/S DUBBS RESERVOIR,2022-03-07T12:30:00,88,12.1,7,7.24,,64,5
NE-44500006,WEAR AT CHESTER NEW BRIDGE,2000-10-30T11:45:00,221,11.9,6.8,7.24,,64,5
SW-81520350,RIVER FOWEY AT BODITHIEL BRIDGE,2021-12-09T13:40:00,113,11.5,8.8,7.24,,64,5
SW-81520348,RIVER FOWEY AT HALFWAY HOUSE BRIDGE,2021-11-09T14:30:00,96,10.8,11.8,7.24,,64,5
NW-88024648,DUBBS BECK AT CAPPLE HOWE IMPOUNDMENT,2021-11-15T12:30:00,75,10.8,9.1,7.24,,64,5
SW-82210130,PENBERTH STREAM ABOVE STW TRIB,2012-10-12T12:40:00,391,10.7,12.2,7.24,,64,5
SW-82115065,TUMBLE TYN AT TREEN ORCHARDS,2024-02-07T10:58:00,323,10.7,11.5,7.24,,64,5
SW-81520350,RIVER FOWEY AT BODITHIEL BRIDGE,2021-11-09T14:15:00,99,10.6,11.8,7.24,,64,5
NW-88004996,HAVERIGG POOL AT HAVERIGG,2013-12-16T09:42:00,205,10.3,8.5,7.24,,64,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2012-10-25T10:00:00,431,10.2,12.1,7.24,,64,5
SW-81942221,RIVER KENWYN AT BOSVIGO BRIDGE,2022-11-01T10:04:00,298,10.1,12.5,7.24,,64,5
NW-88004563,LEVEN AT LOW WOOD BRIDGE HAVERTHWAITE,2023-09-26T14:40:00,68,10.1,15.8,7.24,,64,5
NW-88022523,SPRING AT HELSINGTON LAITHES COTTAGE,2016-08-24T14:19:00,478,10,10.3,7.24,,64,5
SW-70230903,BLACKWATER RIVER AT BUDDLEWALL,2022-11-15T11:12:00,252,9.8,12.7,7.24,,64,5
SW-81520166,RIVER FOWEY AT RESTORMEL,2021-10-18T14:02:00,58,9.75,13.2,7.24,,64,5
SW-81930120,RIVER FAL AT TREGONY GAUGING STATION,2023-10-06T10:45:00,239,9.72,13.6,7.24,,64,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2012-10-01T12:55:00,200,9.38,15.6,7.24,,64,5
SW-70614831,MEADFOOT BEACH,2012-06-27T14:30:00,305,9.06,14.8,7.24,,64,5
SW-81610190,PAR RIVER U/S ST AUSTELL(NORTH) STW,2013-07-24T12:05:00,775,8.91,19.5,7.24,,64,5
SO-DUMPHAMP,DUMP HAMPSHIRE EAST,2012-09-03T12:56:00,467,8.13,15,7.24,,64,5
AN-MT1270,VIRLEY BK.U/S PAYNES FARM B1026 ROAD BR,2022-11-08T16:16:00,774,7.93,14,7.24,,64,5
NW-88009773,LIGGARD BROOK @ B5259,2024-10-15T11:01:00,707,4.92,10,7.24,,64,5
NW-88024605,LEIGHTON MOSS - BACK DYKE,2023-02-22T11:00:00,598,4.15,8.6,7.24,,64,5
SO-5GWQ0554,HILL CREST,2016-04-08T10:58:00,646,9.51,10.9,7.23,,64,5
SO-5GWQ0554,HILL CREST,2014-04-23T11:54:00,661,9.59,11.5,7.23,,64,5
NW-88023151,RIVER GOWAN @ STUBBINGS BRIDGE,2023-11-28T09:18:00,65,12.8,5.3,7.23,,64,5
NE-43300001,TYNE AT WYLAM BRIDGE,2000-10-30T10:10:00,119,12.1,6.8,7.23,,64,5
SW-72933916,WHITELEIGH WATER AT DIPPERMILL,2023-02-23T11:30:00,139,12,6.4,7.23,,64,5
SW-81520166,RIVER FOWEY AT RESTORMEL,2022-12-06T10:15:00,119,11.7,8.6,7.23,,64,5
NW-88004588,TORVER BECK AS ENTERING CONISTON WATER,2022-10-17T12:50:00,62,11.2,11.2,7.23,,64,5
SW-81714867,SHORTHORN BEACH (27400),2012-05-10T11:40:00,406,10.7,9.1,7.23,,64,5
SW-82210140,PENBERTH RIVER AT BOTTOMS,2012-10-12T13:18:00,470,10.6,12.7,7.23,,64,5
SW-81010221,NEWTON STREAM AT BRIDGEND (U/S TRIBS),2015-11-05T11:58:00,1078,10.4,13.1,7.23,,64,5
TH-PGWU1821,"MORTON-IN-MARSH, DAYLESFORD ESTATE B/H",2024-10-24T11:36:00,564,10.3,10.7,7.23,,64,5
AN-DEB026,EARL SOHAM W/C KENTISH TOWN.BR.(R.DEBEN),2023-03-08T12:50:00,1501,10.2,4,7.23,,64,5
SW-81430304,WEST LOOE RIVER AT SOWDENS BRIDGE,2012-05-10T11:50:00,339,10.2,9.8,7.23,,64,5
NW-88004552,CUNSEY BECK PTC WINDERMERE,2022-10-18T12:35:00,93,10.1,11.4,7.23,,64,5
NW-88004560,RIVER LEVEN AT NEWBY BRIDGE,2022-10-18T13:00:00,65,9.81,12.6,7.23,,64,5
SW-72930900,PULWORTHY BROOK PRIOR TO RIVER LEW,2023-10-23T11:58:00,215,9.75,11.2,7.23,,64,5
NW-88024608,LEIGHTON MOSS - GRAVITY DYKE,2023-02-22T11:40:00,579,9.7,9.3,7.23,,64,5
SW-73013171,TRIB OF CROYDE STREAM @ BRACKENVIEW,2021-05-25T10:50:00,996,9.04,10.4,7.23,,64,5
MD-26960740,SIDWAY HALL FARM NSA MONITORING SPRING,2024-05-02T12:58:00,651,8.67,13.6,7.23,,64,5
SO-E0000024,MINNIS BAY (12300),2021-06-28T14:45:00,272,8.55,18.1,7.23,,64,5
NW-88024603,LEIGHTON MOSS - SPRING,2022-05-20T11:40:00,590,7.23,11.3,7.23,,64,5
SW-50024483,BOURNEMOUTH PIER (19100),2019-07-02T10:50:00,610,6.29,11.8,7.23,,64,5
SW-81610538,CROFT CARAVANS LUXULYAN  BODMIN,2017-05-02T10:58:00,640,3.07,13,7.23,,64,5
SW-81814885,GORRAN HAVEN (L.PERHAVER) BEACH (28200),2023-09-04T11:35:00,1234,1.27,18.2,7.23,,64,5
SO-5GWQ0554,HILL CREST,2017-04-28T09:20:00,639,9.49,11.4,7.22,,64,5
SW-81520166,RIVER FOWEY AT RESTORMEL,2023-02-14T13:02:00,113,12.4,8.2,7.22,,64,5
SW-82528082,RIVER CAMEL AT WENFORD,2022-03-07T10:47:00,102,12.2,6.6,7.22,,64,5
NW-88024211,HAVERIGG POOL AT WAINGATE BRIDGE,2021-05-17T15:05:00,175,11.6,13.8,7.22,,64,5
SW-72933916,WHITELEIGH WATER AT DIPPERMILL,2023-03-17T10:45:00,132,11.3,9.3,7.22,,64,5
NW-88024648,DUBBS BECK AT CAPPLE HOWE IMPOUNDMENT,2022-11-15T14:00:00,60,11.1,9.8,7.22,,64,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2016-12-16T09:24:00,450,10.9,10.5,7.22,,64,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2016-12-16T09:40:00,359,10.7,11,7.22,,64,5
SW-81520205,RIVER FOWEY AT RESPRYN BRIDGE,2021-11-09T15:15:00,109,10.3,11.6,7.22,,64,5
SW-81610559,TREVERBYN STREAM AT PENROSE,2017-11-08T10:18:00,162,9.97,8.6,7.22,,64,5
TH-PGWU1821,"MORTON-IN-MARSH, DAYLESFORD ESTATE B/H",2024-07-24T12:35:00,558,9.76,11.2,7.22,,64,5
NW-88024603,LEIGHTON MOSS - SPRING,2023-01-27T11:40:00,550,9.73,9.5,7.22,,64,5
NW-88022523,SPRING AT HELSINGTON LAITHES COTTAGE,2016-11-17T15:35:00,438,9.54,10,7.22,,64,5
SW-82210112,PENBERTH STREAM AT TREEN,2018-08-17T14:55:00,432,9.42,15.4,7.22,,64,5
SW-70614854,TORRE ABBEY BEACH (23800),2015-07-14T14:35:00,472,8.61,15.8,7.22,,64,5
MD-58133,"CHERRYWOOD FARM, ORCOP",2024-05-13T13:46:00,559,8.36,11.1,7.22,,64,5
NW-88022685,THE SLUICE U/S CROSSENS PS,2013-01-07T11:35:00,541,8.1,7.7,7.22,,64,5
NW-88005791,SCAD BECK U/S FWL,2012-06-21T09:10:00,374.9,8.1,11.9,7.22,,64,5
NW-88023953,MAIN DYKE U/S POULTON INDUSTRIAL ESTATE,2017-12-27T11:30:00,557,7.93,5.2,7.22,,64,5
NW-88024607,LEIGHTON MOSS - LILIANS,2021-10-12T09:40:00,538,7.34,12.8,7.22,,64,5
NW-88022983,WELD ROAD CSO-RH OUTFALL LOOKING SEWARD,2012-06-01T11:58:00,447,0.956,14,7.22,,64,5
SW-60110129,HENLEAZE LAKE (36050),2023-06-02T11:44:00,720,3.76,17.3,7.21,,64,5
SW-82210105,PENBERTH STREAM AT PENBERTH BRIDGE,2015-02-09T12:37:00,419,12,7.3,7.21,,64,5
SW-82210112,PENBERTH STREAM AT TREEN,2015-02-09T12:11:00,417,11.8,7.4,7.21,,64,5
SW-82210105,PENBERTH STREAM AT PENBERTH BRIDGE,2015-01-22T11:19:00,430,11.7,7.6,7.21,,64,5
SW-82210140,PENBERTH RIVER AT BOTTOMS,2014-12-09T11:51:00,524,11.6,9.2,7.21,,64,5
SW-82210112,PENBERTH STREAM AT TREEN,2013-02-27T11:52:00,408,11.6,7.5,7.21,,64,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2015-02-09T13:35:00,356,11.6,8.3,7.21,,64,5
SW-81940158,TRESILLIAN RIVER D/S LADOCK STW,2014-01-02T12:15:00,228,11.6,9.5,7.21,,64,5
SW-82210130,PENBERTH STREAM ABOVE STW TRIB,2012-12-07T10:42:00,426,11.5,8.2,7.21,,64,5
NE-43400033,DERWENT AT CLOCKBURN DRIFT,2002-10-03T12:10:00,687,11.3,13.2,7.21,,64,5
SW-82210112,PENBERTH STREAM AT TREEN,2014-02-17T10:44:00,435,11.3,9.1,7.21,,64,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2012-11-01T14:52:00,413,11.3,9.2,7.21,,64,5
SW-81940158,TRESILLIAN RIVER D/S LADOCK STW,2015-01-08T09:41:00,243,11.3,9.7,7.21,,64,5
NW-88024608,LEIGHTON MOSS - GRAVITY DYKE,2022-03-16T12:40:00,561,11.2,9.3,7.21,,64,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2017-12-05T10:50:00,449,11.2,8.7,7.21,,64,5
NE-42100246,ROSS LOW U/S TIDAL SLUICE,2018-01-10T13:43:00,547,11.1,5.2,7.21,,64,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2013-01-10T14:24:00,407,11.1,9.5,7.21,,64,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2013-12-04T12:54:00,353,11.1,10,7.21,,64,5
SW-81020165,RIVER YEALM AT FARDEL MILL FARM BRIDGE,2020-01-07T10:56:00,74,11.1,9.1,7.21,,64,5
SW-82210140,PENBERTH RIVER AT BOTTOMS,2014-02-17T11:12:00,496,11,9.2,7.21,,64,5
SW-81940158,TRESILLIAN RIVER D/S LADOCK STW,2016-03-01T10:48:00,280,10.9,9.9,7.21,,64,5
SW-82210112,PENBERTH STREAM AT TREEN,2013-01-10T13:21:00,408,10.8,9.8,7.21,,64,5
SW-81520205,RIVER FOWEY AT RESPRYN BRIDGE,2022-01-04T14:15:00,114,10.8,9.2,7.21,,64,5
SW-E0900400,MINEHEAD TERMINUS (35000),2013-05-29T10:00:00,1533,10.6,9.7,7.2,,64,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2017-04-20T16:13:00,455,10.6,12,7.2,,64,5
SW-82210112,PENBERTH STREAM AT TREEN,2015-12-08T11:38:00,430,10.5,10.9,7.2,,64,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2015-04-27T11:59:00,415,10.5,10.5,7.2,,64,5
SO-E0007027,HARMERS RESERVOIR U/S,2015-03-18T13:45:00,654.9,10.4,8.4,7.2,,64,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2012-10-17T13:33:00,417,10.4,12.4,7.2,,64,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2014-06-13T13:03:00,348,10.3,14.1,7.2,,64,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2012-10-25T12:17:00,353,10.2,12.4,7.2,,64,5
SW-82210112,PENBERTH STREAM AT TREEN,2014-06-13T12:45:00,407,10.1,13.8,7.2,,64,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2012-09-25T11:54:00,340,9.94,12.6,7.2,,64,5
SO-E0004879,MINSTER LEAS BATHING WATER (11975),2023-08-01T10:45:00,79,9.93,18,7.2,,64,5
NW-88003872,RIVER WYRE AT ST MICHAELS,2023-08-01T11:35:00,113,9.92,14.3,7.2,,64,5
SW-82210112,PENBERTH STREAM AT TREEN,2014-10-30T12:06:00,426,9.88,14.4,7.2,,64,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2017-10-11T14:55:00,434,9.8,14.3,7.2,,64,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2012-10-09T13:03:00,375,9.76,14.4,7.2,,64,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2014-10-30T14:12:00,490,9.75,14.3,7.2,,64,5
NW-88024206,SILECROFT BECK U/S SILECROFT,2018-05-21T14:05:00,149,9.65,19.2,7.2,,64,5
SW-82528082,RIVER CAMEL AT WENFORD,2021-11-02T12:59:00,117,9.64,10.4,7.2,,64,5
SW-81520521,RIVER FOWEY AT DRAYNES BRIDGE,2022-09-07T12:20:00,88,9.57,15.4,7.2,,64,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2014-10-30T13:31:00,373,9.48,14.4,7.2,,64,5
SW-50951010,SHERFORD RIVER AT KING BRIDGE,2023-11-03T10:42:00,220,9.4,10.9,7.2,,64,5
NE-43100155,NORTH TYNE AT CHOLLERFORD,2002-08-12T11:20:00,162,9.27,15.4,7.2,,64,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2013-09-16T16:53:00,438,8.76,12.8,7.2,,64,5
NE-41000355,TWEED D/S NORHAM,2013-09-11T08:35:00,232,8.72,15,7.2,,63,5
SW-81510151,READYMONEY COVE STREAM,2012-09-25T12:05:00,155.6,8.28,10.1,7.2,,63,5
NW-88023952,MAIN DYKE D/S POULTON INDUSTRIAL ESTATE,2017-12-27T11:20:00,567,7.47,5.3,7.2,,63,5
NW-88022684,THREE POOLS WATERWAY AT WATER LANE,2012-06-27T10:59:00,830,6.65,17,7.2,,63,5
NW-88022685,THE SLUICE U/S CROSSENS PS,2012-10-02T12:37:00,553,5.89,12.2,7.2,,63,5
NW-88023952,MAIN DYKE D/S POULTON INDUSTRIAL ESTATE,2017-10-19T11:20:00,661,5.56,11.9,7.2,,63,5
AN-DEB026,EARL SOHAM W/C KENTISH TOWN.BR.(R.DEBEN),2022-09-14T13:15:00,974,5.42,13.2,7.2,,63,5
AN-ALD020,R.ALDE FARNHAM BRIDGE,2012-08-21T12:01:00,1016,5.01,16,7.2,,63,5
NW-88024608,LEIGHTON MOSS - GRAVITY DYKE,2019-09-06T11:25:00,670,4.31,12.8,7.2,,63,5
NW-88003186,CARR BROOK AT A59 ROAD,2012-10-02T12:58:00,464,3.65,12.1,7.2,,63,5
NW-88024604,LEIGHTON MOSS - MAIN DYKE,2021-10-12T10:35:00,405,3.6,12.2,7.2,,63,5
AN-BUCK2,BUCK BECK LINKS ROAD FOOTBRIDGE,2023-09-04T09:15:00,474,1.95,16.4,7.2,,63,5
SW-81940158,TRESILLIAN RIVER D/S LADOCK STW,2017-07-19T11:05:00,781,1.04,16.8,7.2,,63,5
TH-PGWU0542,"KINGSLERE, PIT HALL FARM, BH.A :SU55/18A",2015-08-26T13:43:00,685,8.09,12.6,7.2,,63,5
SW-82210112,PENBERTH STREAM AT TREEN,2012-10-12T12:28:00,390,10.7,12.4,7.2,,63,5
NW-88024608,LEIGHTON MOSS - GRAVITY DYKE,2021-10-12T12:30:00,582,10.4,12.4,7.2,,63,5
TH-PGWU1821,"MORTON-IN-MARSH, DAYLESFORD ESTATE B/H",2023-11-28T11:37:00,561,10.2,10.2,7.2,,63,5
NW-88003876,LORDS BROOK PTC RIVER WYRE,2024-12-04T10:24:00,467,8.97,6.9,7.2,,63,5
MD-58133,"CHERRYWOOD FARM, ORCOP",2023-11-08T11:11:00,573,8.45,11.7,7.2,,63,5
NW-88024603,LEIGHTON MOSS - SPRING,2021-11-17T10:55:00,542,8.15,10.9,7.2,,63,5
NW-88022523,SPRING AT HELSINGTON LAITHES COTTAGE,2016-10-17T13:24:00,557,6.38,10.1,7.2,,63,5
AN-MW4549,LATCHINGDON BK.D/S LATCHINGDON STW,2022-10-21T11:47:00,1252,4.67,15.4,7.2,,63,5
SO-5GWQ0487,UPPER APPLEFORD FARM,2014-04-03T12:04:00,606,10.4,10.2,7.2,,63,5
SO-5GWQ0733,SPRING AT SUNBEAM WATERCRESS,2015-04-10T11:09:00,719,3.71,10.9,7.2,,63,5
SO-5GWQ0733,SPRING AT SUNBEAM WATERCRESS,2017-04-07T14:23:00,373,2.12,12,7.2,,63,5
NW-88004996,HAVERIGG POOL AT HAVERIGG,2013-02-05T12:23:00,197,12.8,4.1,7.2,,63,5
AN-48M06,R.WISSEY LINGHILLS FARM BRIDGE AND FORD,2022-01-18T12:30:00,760,12.6,5.3,7.2,,63,5
NW-88004537,TROUT BECK AT WINDERMERE,2023-02-20T10:45:00,50,12.1,7.9,7.2,,63,5
SW-82528154,RIVER CAMEL AT CAMELFORD BRIDGE,2022-03-07T11:40:00,148,11.9,7.8,7.2,,63,5
NW-88024210,HAVERIGG POOL U/S HESTHAM HALL FARM,2021-05-17T15:41:00,153,11.7,14.2,7.2,,63,5
SW-81942210,RIVER KENWYN AT KENWYN GAUGING STATION,2012-04-30T11:18:00,263,11.3,9.73,7.2,,63,5
SW-81520166,RIVER FOWEY AT RESTORMEL,2022-01-04T15:00:00,117,10.8,9.2,7.19,,63,5
NW-88005791,SCAD BECK U/S FWL,2012-09-25T10:35:00,146.2,10.2,10.2,7.19,,63,5
NW-88024211,HAVERIGG POOL AT WAINGATE BRIDGE,2021-05-25T12:20:00,152,10.1,10.1,7.19,,63,5
NW-88022523,SPRING AT HELSINGTON LAITHES COTTAGE,2016-09-06T14:22:00,493,9.96,10.1,7.19,,63,5
SW-82528005,RIVER CAMEL AT POLBROCK,2021-12-07T15:01:00,154,9.72,9.2,7.19,,63,5
SW-81814942,PORTHLUNEY BEACH (28400),2012-09-25T10:05:00,233.6,9.67,11.1,7.19,,63,5
SO-Y0017592,SHANKLIN 100 M WEST,2015-07-14T13:35:00,558,9.43,15.7,7.19,,63,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2018-06-25T12:23:00,487,8.48,15.4,7.19,,63,5
NW-88024603,LEIGHTON MOSS - SPRING,2019-08-09T10:40:00,540,3.66,15.5,7.19,,63,5
NW-88005832,ALLONBY BECK AT ALLONBY,2016-04-25T12:36:00,404,12.4,9.7,7.18,,63,5
NW-88004560,RIVER LEVEN AT NEWBY BRIDGE,2023-02-20T12:40:00,67,12,6.7,7.18,,63,5
SO-E0007267,PLENTY BROOK AT HERNE BAY,2023-12-11T13:40:00,56,11.3,7.6,7.18,,63,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2018-02-02T09:07:00,460,11.2,7.2,7.18,,63,5
SW-82115063,PAUL STREAM U/S TELEPHONE EXCHANGE,2023-12-04T13:30:00,309,11.2,10.5,7.18,,63,5
SW-82528154,RIVER CAMEL AT CAMELFORD BRIDGE,2021-12-07T11:04:00,146,10.8,9.1,7.18,,63,5
SW-81520166,RIVER FOWEY AT RESTORMEL,2023-08-09T10:38:00,104,9.99,15.3,7.18,,63,5
NW-88004520,"ROTHAY D/S AMBLESIDE STW, U/S BRATHAY",2022-09-29T11:30:00,66,9.97,12.4,7.18,,63,5
SW-82528154,RIVER CAMEL AT CAMELFORD BRIDGE,2021-11-02T11:28:00,143,9.71,10.9,7.18,,63,5
SW-82210112,PENBERTH STREAM AT TREEN,2017-10-11T15:34:00,416,9.65,14,7.18,,63,5
NW-88003876,LORDS BROOK PTC RIVER WYRE,2024-01-18T10:55:00,485,9.31,2.6,7.18,,63,5
SO-E0004914,WEST CONFLUENCE BY TENNIS COURTS,2014-06-18T13:54:00,542.7,9.3,14.3,7.18,,63,5
NW-88022523,SPRING AT HELSINGTON LAITHES COTTAGE,2016-12-01T10:00:00,512,8.59,9.8,7.18,,63,5
NW-88023151,RIVER GOWAN @ STUBBINGS BRIDGE,2022-07-27T11:20:00,98,7.94,16.1,7.18,,63,5
NW-88009772,MAIN DRAIN @ B5259,2023-08-29T10:52:00,732,3.84,15.6,7.18,,63,5
SO-DUMPHAMP,DUMP HAMPSHIRE EAST,2013-10-18T11:21:00,585,10,10.3,7.17,,63,5
SO-DUMPHAMP,DUMP HAMPSHIRE EAST,2013-10-18T10:47:00,613,9.91,10.2,7.17,,63,5
NW-88024648,DUBBS BECK AT CAPPLE HOWE IMPOUNDMENT,2023-11-28T09:38:00,80,12.6,5.8,7.17,,63,5
SW-82210112,PENBERTH STREAM AT TREEN,2017-02-09T13:14:00,413,11.6,8.2,7.17,,63,5
SW-82115065,TUMBLE TYN AT TREEN ORCHARDS,2024-06-04T12:50:00,315,10.3,12.7,7.17,,63,5
SW-81520166,RIVER FOWEY AT RESTORMEL,2021-11-09T15:45:00,111,10.2,11.7,7.17,,63,5
SO-E0000053,RAMSGATE SANDS (12850),2021-08-09T12:30:00,133,9.1,15.2,7.17,,63,5
NW-88003867,WOODPLUMPTON BROOK PTC BARTON BROOK,2024-05-29T13:20:00,321,8.86,13.8,7.17,,63,5
NE-45600178,PIT HILLS STELL CONFLUENCE ONTO BEACH,2012-09-27T10:14:00,843,7.24,13.08,7.17,,63,5
NW-88003876,LORDS BROOK PTC RIVER WYRE,2023-10-16T11:26:00,471,6.31,10.8,7.17,,63,5
NW-88024605,LEIGHTON MOSS - BACK DYKE,2022-10-21T11:16:00,591,4.63,10.5,7.17,,63,5
AN-MW4549,LATCHINGDON BK.D/S LATCHINGDON STW,2022-08-03T12:54:00,1324,4.18,22.8,7.17,,63,5
SO-DUMPHAMP,DUMP HAMPSHIRE EAST,2013-10-18T10:59:00,625,9.72,10.5,7.16,,63,5
SO-5GWQ0733,SPRING AT SUNBEAM WATERCRESS,2019-04-17T12:21:00,697,2.26,12.8,7.16,,63,5
NW-88004520,"ROTHAY D/S AMBLESIDE STW, U/S BRATHAY",2023-03-07T11:50:00,76,13.1,4.6,7.16,,63,5
SW-81520166,RIVER FOWEY AT RESTORMEL,2022-02-02T09:59:00,113,11.8,9.1,7.16,,63,5
SW-72930857,RIVER LEW AT GREAT RUTLEIGH,2023-12-05T11:38:00,111,11.7,7.4,7.16,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2018-02-02T09:36:00,363,11.1,7.7,7.16,,63,5
NW-88004530,RIVER BRATHAY AT CLAPPERSGATE,2022-11-15T11:40:00,52,11.1,10.5,7.16,,63,5
NW-88004520,"ROTHAY D/S AMBLESIDE STW, U/S BRATHAY",2023-10-24T12:35:00,60,11,10.4,7.16,,63,5
SW-82210140,PENBERTH RIVER AT BOTTOMS,2018-12-04T12:58:00,494,10.8,10.7,7.16,,63,5
SW-82210105,PENBERTH STREAM AT PENBERTH BRIDGE,2016-11-02T15:11:00,431,10.6,11.6,7.16,,63,5
SW-81522703,ST. NEOT RIVER AT TWO WATERS FOOT,2021-10-18T11:44:00,91,10.5,13.6,7.16,,63,5
SW-72934611,RIVER WALDON AT HENSCOTT BRIDGE,2023-11-03T10:29:00,177,10.4,10.8,7.16,,63,5
SW-82521220,ST. LAWRENCE STREAM U/S PENDEWEY BRIDGE,2021-12-07T14:06:00,207,10.3,9.5,7.16,,63,5
SW-81523404,SIBLYBACK STREAM AT TREKEIVESTEPS BRIDGE,2021-10-18T09:39:00,70,10.1,13.5,7.16,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2018-08-17T14:14:00,374,9.33,15.6,7.16,,63,5
NW-88004560,RIVER LEVEN AT NEWBY BRIDGE,2023-09-28T14:40:00,68,9.33,15.1,7.16,,63,5
SW-82515060,MAWGAN PORTH BEACH (32500),2024-05-29T12:20:00,148,9.22,15.8,7.16,,63,5
NW-88009772,MAIN DRAIN @ B5259,2024-02-22T10:07:00,353,8.91,7.8,7.16,,63,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2016-08-30T11:53:00,444,8.88,15.9,7.16,,63,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2018-10-05T10:59:00,481,8.33,13.4,7.15,,63,5
SW-73110303,WEST WILDER BROOK AT ILFRACOMBE BEACH,2015-07-10T14:46:00,560.1,7.34,15.6,7.15,,63,5
NW-88024607,LEIGHTON MOSS - LILIANS,2023-02-22T09:15:00,518,6.43,8.1,7.15,,63,5
SO-5GWQ0733,SPRING AT SUNBEAM WATERCRESS,2018-04-25T09:52:00,728,4.95,10.9,7.15,,63,5
SW-82528110,RIVER CAMEL AT TRECARNE BRIDGE,2022-03-07T11:10:00,146,12.1,7.2,7.15,,63,5
AN-TUD070,R.TUD COSTESSEY PARK BRIDGE,2023-11-29T12:26:00,841,11.9,5.4,7.15,,63,5
SW-81940158,TRESILLIAN RIVER D/S LADOCK STW,2013-11-22T12:26:00,272,11.9,7.8,7.15,,63,5
SW-82528110,RIVER CAMEL AT TRECARNE BRIDGE,2022-02-01T13:55:00,151,11.5,9.5,7.15,,63,5
SW-81020165,RIVER YEALM AT FARDEL MILL FARM BRIDGE,2024-02-20T12:30:00,89,11,10.2,7.15,,63,5
NW-88024649,DUBBS BECK U/S DUBBS RESERVOIR,2023-10-24T11:00:00,95,10.8,10.9,7.15,,63,5
SW-72920121,RIVER TORRIDGE AT BEAM BRIDGE,2023-10-31T11:08:00,151,10.7,11.7,7.15,,63,5
SW-82515254,POLZEATH BEACH (33300),2015-08-10T12:05:00,534,10.4,15.1,7.15,,63,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2019-04-24T15:16:00,394,10.2,13,7.15,,63,5
SW-81930120,RIVER FAL AT TREGONY GAUGING STATION,2022-11-01T10:05:00,211,9.96,12.6,7.15,,63,5
